               ,ESCUELA PREPARATORIA NUM. 3\\ TURNO MATUTINO                                     ,24,SAN LUIS POTOSI,aaa,,
09PCT0211H     ,INSTITUTO ICEL PLANTEL ZARAGOZA                                                 ,9,IZTAPALAPA,SANTA MARTHA ACATITLA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0212G     ,INSTITUTO ICEL PLANTEL ERMITA                                                   ,9,IZTAPALAPA,LOS ANGELES,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0213F     ,INSTITUTO ICEL                                                                  ,9,GUSTAVO A. MADERO,ESTANZUELA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0214E     ,BACHILLERATO EN PUERICULTURA DEL VALLE DE MEXICO                                ,9,CUAUHTEMOC,CENTRO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0217B     ,ASOCIACION NACIONAL DE TECNICOS EN AERONAUTICA                                  ,9,VENUSTIANO CARRANZA,FEDERAL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0219Z     ,INSTITUTO TECNOLOGICO ROOSEVELT                                                 ,9,IZTACALCO,AGRICOLA ORIENTAL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0220P     ,INSTITUTO TECNOLOGICO ROOSEVELT                                                 ,9,GUSTAVO A. MADERO,INDUSTRIAL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0221O     ,IECA GAUSS JORDAN A.C.                                                          ,9,GUSTAVO A. MADERO,VALLEJO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0223M     ,INSTITUTO CETEC                                                                 ,9,CUAUHTEMOC,SANTA MARIA LA RIBERA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0225K     ,JOSE ENCARNACION GONZALEZ VILLASEÑOR                                            ,9,IZTAPALAPA,SAN PEDRO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0226J     ,INSTITUTO COMERCIAL MENDOZA                                                     ,9,GUSTAVO A. MADERO,GUADALUPE TEPEYAC,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0227I     ,INSTITUTO DE LAS NACIONES UNIDAS\\ S.C.                                          ,9,TLALPAN,TORIELLO GUERRA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0229G     ,UNIVERSIDAD INSURGENTES PLANTEL XOLA                                            ,9,BENITO JUAREZ,ALAMOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0231V     ,ESCUELA MEXICANA DE TURISMO                                                     ,9,CUAUHTEMOC,JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0233T     ,INSTITUTO DE ESTUDIOS SUPERIORES DE TURISMO                                     ,9,BENITO JUAREZ,AMERICAS UNIDAS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0235R     ,COLEGIO MONTE ROSA                                                              ,9,VENUSTIANO CARRANZA,JARDIN BALBUENA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0236Q     ,INSTITUTO AMADO NERVO\\ A.C.                                                     ,9,GUSTAVO A. MADERO,ARAGON,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0237P     ,CENTRO UNIVERSITARIO EN PERIODISMO Y PUBLICIDAD\\ DIVISION BACHILLERATO          ,9,CUAUHTEMOC,JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0238O     ,ESCUELA INTERNACIONAL DE NUEVAS PROFESIONES\\ SENDA 2000                         ,9,CUAUHTEMOC,ROMA NORTE,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0239N     ,LICEO TECNOLOGICO FRANCES                                                       ,9,BENITO JUAREZ,MIRAVALLE,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0240C     ,BACHILLERATO TECNOLOGICO INGENIA                                                ,9,COYOACAN,AVANTE,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0241B     ,BACHILLERATO LICEO EUROPEO\\ CAMPUS IZTAPALAPA                                   ,9,IZTAPALAPA,SAN JUAN XALPA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0242A     ,INSTITUTO ICEL PLANTEL BERLIN                                                   ,9,TLALPAN,TLALPAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0243Z     ,LICEO EUROPEO CAMPUS CENTRO HISTORICO                                           ,9,CUAUHTEMOC,TRANSITO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0244Z     ,UVIVERSIDAD LATINA\\CAMPUS SUR                                                   ,9,COYOACAN,PUEBLO LOS REYES,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0245Y     ,UNIVERSIDAD INSURGENTES PLANTEL NORTE                                           ,9,GUSTAVO A. MADERO,SAN PEDRO ZACATENCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0246X     ,COLEGIO VALLE DEL TEPEYAC\\ S.C.                                                 ,9,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0247W     ,BACHILLERATO TECNOLOGICO MONTINI                                                ,9,BENITO JUAREZ,SAN JOSE INSURGENTES,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0248V     ,COLEGIO MEXICO EN BACHILLERATO TECNOLOGICOS                                     ,9,CUAUHTEMOC,TRANSITO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0249U     ,COLEGIO DE MATEMATICAS AZCAPOTZALCO                                             ,9,AZCAPOTZALCO,AZCAPOTZALCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0250J     ,COLEGIO OLIVERIO CROMWELL                                                       ,9,COYOACAN,AJUSCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0251I     ,BACHILLERATO TECNOLOGICO AMERICAS UNIDAS                                        ,9,ALVARO OBREGON,SAN ANGEL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0252H     ,INSTITUTO INTERNACIONAL DE IDIOMAS Y TURISMO                                    ,9,MIGUEL HIDALGO,ESCANDON,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0253G     ,INSTITUTO MARIA GORETTI                                                         ,9,MIGUEL HIDALGO,ARGENTINA ANTIGUA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0254F     ,BACHILLERATO TECNOLOGICO INSTITUTO PAKAL                                        ,9,TLALPAN,FLORESTA COYOACAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0255E     ,INSTITUTO TECNOLOGICO AMERICA LATINA\\ S.C.                                      ,9,BENITO JUAREZ,SAN JOSE INSURGENTES,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT0782X     ,COLEGIO TECNOLOGICO DEL SUR                                                     ,9,TLALPAN,PARAJE 38,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT1171D     ,UNIVERSIDAD INSURGENTES PLANTEL TLAHUAC                                         ,9,IZTAPALAPA,SAN LORENZO TEZONCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT1175Z     ,TECNOLOGICO IBEROAMERICANO TLALPAN\\ S.C.                                        ,9,CUAUHTEMOC,OBRERA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT1293O     ,SERVICIOS EDUCATIVOS DE COYOACAN                                                ,9,COYOACAN,MANUEL ROMERO DE TERREROS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT3936D     ,BACHILLERATO TECNOLOGICO AMERICAS UNIDAS\\ PLANTEL TLALPAN                       ,9,COYOACAN,AVANTE,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PCT3937C     ,BACHILLERATO Y ESPECIALIDADES TECNOLOGICAS SIGLO X                              ,9,IZTACALCO,AMPLIACION GABRIEL RAMOS MILLAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
09PES0174C     ,COLEGIO DE MONTAIGNAC                                                           ,9,BENITO JUAREZ,BENITO JUÁREZ,,
09PET0001A     ,CENTRO INTERNACIONAL UNIVERSITARIO MIGUEL ANGEL                                 ,9,ALVARO OBREGON,FLORIDA,PROFESIONAL TECNICO,PARTICULAR
09PET0007V     ,INSTITUTO PROFESIONAL EN SERVICIOS DE HOSPITALIDAD YAXKIN                       ,9,ALVARO OBREGON,FLORIDA,PROFESIONAL TECNICO,PARTICULAR
09PET0008U     ,CECATP LIBERTADORES DE AMERICA                                                  ,9,TLALPAN,UNIDAD HAB LORETO PEÑA POBRE,PROFESIONAL TECNICO,PARTICULAR
09PET0009T     ,ESCUELA PODOLOGICA DE MEXICO                                                    ,9,MIGUEL HIDALGO,POPOTLA,PROFESIONAL TECNICO,PARTICULAR
09PET0011H     ,SISTEMA HARVARD EDUCACIONAL                                                     ,9,BENITO JUAREZ,DEL VALLE,PROFESIONAL TECNICO,PARTICULAR
09PET0013F     ,ESCUELA PALMER DE MASAJE INTEGRAL Y CIENCIAS QUIRO                              ,9,IZTACALCO,VIADUCTO PIEDAD,PROFESIONAL TECNICO,PARTICULAR
09PET0016C     ,ESCUELA PALMER DE MASAJE INTEGRAL Y CIENCIAS QUIRO                              ,9,CUAUHTEMOC,ROMA NORTE,PROFESIONAL TECNICO,PARTICULAR
09PET0036Q     ,ESCUELA DE ENFERMERIA DE LA CRUZ ROJA MEXICANA\\ SEDE CENTRAL                    ,9,MIGUEL HIDALGO,CHAPULTEPEC MORALES,PROFESIONAL TECNICO,ORGANISMO INTERNACIONAL
09PET0037P     ,ESCUELA DE ENFERMERIA ESCANDON                                                  ,9,MIGUEL HIDALGO,TACUBAYA,PROFESIONAL TECNICO,PARTICULAR
09PET0107U     ,INSTITUTO INTERNACIONAL DE IDIOMAS Y TURISMO                                    ,9,MIGUEL HIDALGO,ESCANDON,PROFESIONAL TECNICO,PARTICULAR
09PET0116B     ,ESCUELA ACTIVA DE FOTOGRAFIA                                                    ,9,COYOACAN,COYOACAN,PROFESIONAL TECNICO,PARTICULAR
09PET0127H     ,ESCUELA NACIONAL DE TEC EN URGENCIAS MEDICAS DE LA CRUZ ROJA                    ,9,MIGUEL HIDALGO,LOS MORALES,PROFESIONAL TECNICO,ORGANISMO INTERNACIONAL
09PET0185Y     ,ESCUELA DE SERVICIOS MEDICOS SOCIALES DEL HOSPITAL DE JESUS                     ,9,COYOACAN,AMPL SAN FRANCISCO CULHUACAN,PROFESIONAL TECNICO,PARTICULAR
09PET0189U     ,INSTITUTO COMERCIAL LINCOLN\\ S.C.                                               ,9,GUSTAVO A. MADERO,LINDAVISTA,PROFESIONAL TECNICO,PARTICULAR
09PET0195E     ,INSTITUTO NAVARRO                                                               ,9,GUSTAVO A. MADERO,QUINCE DE AGOSTO,PROFESIONAL TECNICO,PARTICULAR
09PET0224J     ,ESCUELA TECNICA PROFESIONAL DE MEDICINA ALTERNATIVA                             ,9,COYOACAN,EL CARMEN,PROFESIONAL TECNICO,PARTICULAR
09PET0227G     ,ESCUELA INTERNACIONAL DE NUEVAS PROFESIONES SENDA 2000                          ,9,CUAUHTEMOC,ROMA SUR,PROFESIONAL TECNICO,PARTICULAR
09UBH0001U     ,COLEGIO DE CIENCIAS Y HUMANIDADES PLANTEL AZCAPOTZALCO                          ,9,AZCAPOTZALCO,EL ROSARIO,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0002T     ,COLEGIO DE CIENCIAS Y HUMANIDADES PLANTEL AZCAPOTZALCO                          ,9,AZCAPOTZALCO,EL ROSARIO,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0003S     ,COLEGIO DE CIENCIAS Y HUMANIDADES PLANTEL VALLEJO                               ,9,GUSTAVO A. MADERO,VALLE DEL TEPEYAC,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0004R     ,COLEGIO DE CIENCIAS Y HUMANIDADES PLANTEL VALLEJO                               ,9,GUSTAVO A. MADERO,VALLE DEL TEPEYAC,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0005Q     ,COLEGIO DE CIENCIAS Y HUMANIDADES PLANTEL ORIENTE                               ,9,IZTAPALAPA,U HAB EJERCITO DE OTE II ISSSTE,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0006P     ,COLEGIO DE CIENCIAS Y HUMANIDADES PLANTEL ORIENTE                               ,9,IZTAPALAPA,U HAB EJERCITO DE OTE II ISSSTE,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0007O     ,COLEGIO DE CIENCIAS Y HUMANIDADES PLANTEL SUR                                   ,9,ALVARO OBREGON,JARDINES DEL PEDREGAL,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0008N     ,COLEGIO DE CIENCIAS Y HUMANIDADES PLANTEL SUR                                   ,9,ALVARO OBREGON,JARDINES DEL PEDREGAL,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0018U     ,UNAM PLANTEL 2 ERASMO CASTELLANOS QUINTO                                        ,9,IZTACALCO,LIC CARLOS ZAPATA VELA 1A SECC,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0019T     ,UNAM PLANTEL 1 GABINO BARREDA                                                   ,9,XOCHIMILCO,VILLA TEPEPAN,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0020I     ,UNAM PLANTEL 6 ANTONIO CASO                                                     ,9,COYOACAN,CARMEN SERDAN,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0021H     ,UNAM PLANTEL 7 EZEQUIEL A CHAVEZ                                                ,9,VENUSTIANO CARRANZA,MERCED BALBUENA,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0022G     ,UNAM PLANTEL 8 MIGUEL E SCHULTZ                                                 ,9,BENITO JUAREZ,MIXCOAC,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0023F     ,UNAM PLANTEL  PEDRO DE ALBA                                                     ,9,GUSTAVO A. MADERO,LINDAVISTA,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0024E     ,UNAM PLANTEL 1 GABINO BARREDA                                                   ,9,XOCHIMILCO,VILLA TEPEPAN,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0025D     ,UNAM PLANTEL 2 ERASMO CASTELLANOS QUINTO                                        ,9,IZTACALCO,LIC CARLOS ZAPATA VELA 1A SECC,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0026C     ,UNAM PLANTEL 3 JUSTO SIERRA                                                     ,9,GUSTAVO A. MADERO,SALVADOR DIAZ MIRON,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0027B     ,UNAM PLANTEL 4 VIDAL CASTANEDA Y NAJERA                                         ,9,MIGUEL HIDALGO,OBSERVATORIO,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0028A     ,UNAM PLANTEL 5 JOSE VASCONCELOS                                                 ,9,COYOACAN,SANTA URSULA COAPA,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0029Z     ,UNAM PLANTEL 6 ANTONIO CASO                                                     ,9,COYOACAN,CARMEN SERDAN,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0030P     ,UNAM PLANTEL 7 EZEQUIEL A CHAVEZ                                                ,9,VENUSTIANO CARRANZA,MERCED BALBUENA,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0031O     ,UNAM PLANTEL 8 MIGUEL E SCHULTZ                                                 ,9,BENITO JUAREZ,MIXCOAC,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0032N     ,U N A M  PLANTEL 9 PEDRO DE ALBA                                                ,9,GUSTAVO A. MADERO,LINDAVISTA,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0033M     ,UNAM PLANTEL 5 JOSE VASCONCELOS                                                 ,9,COYOACAN,SANTA URSULA COAPA,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0102S     ,UNAM PLANTEL 4 VIDAL CASTANEDA Y NAJERA                                         ,9,MIGUEL HIDALGO,OBSERVATORIO,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UBH0103R     ,UNAM PLANTEL 3 JUSTO SIERRA                                                     ,9,GUSTAVO A. MADERO,SALVADOR DIAZ MIRON,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
09UET0007G     ,ENEP ZARAGOZA                                                                   ,9,IZTAPALAPA,U HAB EJERCITO DE OTE II ISSSTE,PROFESIONAL TECNICO,AUTONOMO
09UET0051U     ,UNAM ESCUELA NACIONAL DE ENFERMERIA Y OBSTETRICIA                               ,9,TLALPAN,TLALPAN,PROFESIONAL TECNICO,AUTONOMO
09UET0052T     ,ESCUELA NACIONAL DE MUSICA                                                      ,9,COYOACAN,EL CARMEN,PROFESIONAL TECNICO,AUTONOMO
10DBM0001E     ,BACHILLERATO PEDAGOGICO PARA MAESTROS EN SERVICIO                               ,10,DURANGO,VICTORIA DE DURANGO,BACHILLERATO GENERAL SEMIESCOLARIZADO,FEDERAL TRANSFERIDO
10DBP0002A     ,CENTRO DE ESTUDIOS DE BACHILLERATO                                              ,10,POANAS,VILLA UNION,BACHILLERATO GENERAL DE 3 AÑOS,FEDERAL
10DCT0002M     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 110           ,10,DURANGO,VICTORIA DE DURANGO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
10DCT0047I     ,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 47               ,10,GOMEZ PALACIO,GOMEZ PALACIO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
10DCT0088I     ,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 88               ,10,GOMEZ PALACIO,GOMEZ PALACIO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
10DCT0145J     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 4             ,10,LERDO,CIUDAD LERDO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
10DCT0148G     ,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 148              ,10,DURANGO,VICTORIA DE DURANGO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
10DCT0159M     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 159           ,10,GOMEZ PALACIO,GOMEZ PALACIO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
10DCT0202K     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 42            ,10,GUADALUPE VICTORIA,CIUDAD GUADALUPE VICTORIA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
10DCT0228S     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 58            ,10,TLAHUALILO,TLAHUALILO DE ZARAGOZA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
10DCT0281N     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 89            ,10,DURANGO,VICTORIA DE DURANGO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
10DCT0329Q     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 96            ,10,VICENTE GUERRERO,VICENTE GUERRERO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
10DCT0363X     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 109           ,10,POANAS,VILLA UNION,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
10DCT0377Z     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 112           ,10,TOPIA,TOPIA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
10DCT0396O     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 115           ,10,CUENCAME,CUENCAME DE CENICEROS (CUENCAME),BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
10DCT0398M     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 130           ,10,DURANGO,VICTORIA DE DURANGO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
10DEM1826J     ,COLEGIO DE BACHILLERES DE DURANGO NUM. 09 LOMAS                                 ,10,DURANGO,VICTORIA DE DURANGO,BACHILLERATO GENERAL SEMIESCOLARIZADO,FEDERAL
10DET0004I     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 4             ,10,LERDO,CIUDAD LERDO,PROFESIONAL TECNICO,FEDERAL
10DET0042L     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 42            ,10,GUADALUPE VICTORIA,CIUDAD GUADALUPE VICTORIA,PROFESIONAL TECNICO,FEDERAL
10DET0148E     ,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 148              ,10,DURANGO,VICTORIA DE DURANGO,PROFESIONAL TECNICO,FEDERAL
10DEX0001H     ,SISTEMA DE PREPARATORIA ABIERTA                                                 ,10,DURANGO,VICTORIA DE DURANGO,BACHILLERATO GENERAL ABIERTO,FEDERAL
10DEX0002G     ,SISTEMA DE PREPARATORIA ABIERTA                                                 ,10,GOMEZ PALACIO,GOMEZ PALACIO,BACHILLERATO GENERAL ABIERTO,FEDERAL
10DEX0003F     ,SISTEMA DE PREPARATORIA ABIERTA                                                 ,10,RODEO,RODEO,BACHILLERATO GENERAL ABIERTO,FEDERAL
10DEX0004E     ,SISTEMA DE PREPARATORIA ABIERTA                                                 ,10,SANTIAGO PAPASQUIARO,SANTIAGO PAPASQUIARO,BACHILLERATO GENERAL ABIERTO,FEDERAL
10DEX0005D     ,SISTEMA DE PREPARATORIA ABIERTA                                                 ,10,GUADALUPE VICTORIA,CIUDAD GUADALUPE VICTORIA,BACHILLERATO GENERAL ABIERTO,FEDERAL
10DEX0006C     ,SISTEMA DE PREPARATORIA ABIERTA                                                 ,10,VICENTE GUERRERO,VICENTE GUERRERO,BACHILLERATO GENERAL ABIERTO,FEDERAL
10DEX0007B     ,SISTEMA DE PREPARATORIA ABIERTA                                                 ,10,MEZQUITAL,SAN FRANCISCO DEL MEZQUITAL (EL MEZQUITA,BACHILLERATO GENERAL ABIERTO,FEDERAL
10DEX0008A     ,SISTEMA DE PREPARATORIA ABIERTA                                                 ,10,EL ORO,SANTA MARIA DEL ORO,BACHILLERATO GENERAL ABIERTO,FEDERAL
10DEX0009Z     ,SISTEMA DE PREPARATORIA ABIERTA                                                 ,10,PUEBLO NUEVO,EL SALTO,BACHILLERATO GENERAL ABIERTO,FEDERAL
10DPT0001R     ,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 130 DURANGO            ,10,DURANGO,VICTORIA DE DURANGO,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
10DPT0002Q     ,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 146 CENTRO MEXICANO FRAN,10,GOMEZ PALACIO,GOMEZ PALACIO,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
10DTA0003N     ,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 3                          ,10,DURANGO,VICTORIA DE DURANGO,BACHILLERATO TECNOLOGICO AGROPECUARIO,FEDERAL
10DTA0028W     ,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 28                         ,10,CANATLAN,CIUDAD CANATLAN,BACHILLERATO TECNOLOGICO AGROPECUARIO,FEDERAL
